population,deltaAge
jOddY-Dah,10.90
jOddY-Dah,3.51
jOddY-Dah,7.85
jOddY-Dah,8.84
jOddY-Dah,7.31
jOddY-Dah,10.23
jOddY-Dah,5.72
jOddY-Dah,3.70
jOddY-Dah,8.62
jOddY-Dah,3.75
jOddY-Dah,2.06
jOddY-Dah,6.03
jOddY-Dah,10.91
jOddY-Dah,1.53
jOddY-Dah,7.89
jOddY-Dah,5.19
jOddY-Dah,12.26
jOddY-Dah,2.34
jOddY-Dah,4.21
jOddY-Dah,4.51
jOddY-Dah,6.42
jOddY-Dah,11.01
jOddY-Dah,6.53
jOddY-Dah,11.44
jOddY-Dah,7.95
jOddY-Dah,10.00
jOddY-Dah,8.49
jOddY-Dah,4.92
jOddY-Dah,7.32
jOddY-Dah,3.82
jOddY-Dah,1.11
jOddY-Dah,5.20
jOddY-Dah,8.40
jOddY-Dah,3.23
jOddY-Dah,3.29
jOddY-Dah,5.17
jOddY-Dah,4.14
jOddY-Dah,2.35
jOddY-Dah,6.38
jOddY-Dah,3.97
jOddY-Dah,3.19
jOddY-Dah,3.85
jOddY-Dah,5.17
jOddY-Dah,4.37
jOddY-Dah,6.97
jOddY-Dah,8.25
jOddY-Dah,3.66
jOddY-Dah,9.17
jOddY-Dah,5.59
jOddY-Dah,7.99
jOddY-Dah,5.88
jOddY-Dah,6.34
jOddY-Dah,7.03
jOddY-Dah,4.54
jOddY-Dah,3.93
jOddY-Dah,4.77
jOddY-Dah,6.12
jOddY-Dah,4.02
jOddY-Dah,6.53
jOddY-Dah,11.26
jOddY-Dah,6.77
jOddY-Dah,9.00
jOddY-Dah,5.04
jOddY-Dah,7.92
jOddY-Dah,6.90
jOddY-Dah,7.23
jOddY-Dah,0.88
jOddY-Dah,5.38
jOddY-Dah,7.95
jOddY-Dah,3.08
jOddY-Dah,2.91
jOddY-Dah,9.18
jOddY-Dah,5.20
jOddY-Dah,10.50
jOddY-Dah,4.15
jOddY-Dah,5.29
jOddY-Dah,6.21
jOddY-Dah,10.64
jOddY-Dah,10.79
jOddY-Dah,6.17
jOddY-Dah,4.85
jOddY-Dah,8.45
jOddY-Dah,-0.49
jOddY-Dah,6.76
jOddY-Dah,12.39
jOddY-Dah,4.89
jOddY-Dah,9.75
jOddY-Dah,8.21
jOddY-Dah,5.35
jOddY-Dah,8.04
jOddY-Dah,5.07
jOddY-Dah,5.58
jOddY-Dah,5.67
jOddY-Dah,5.47
jOddY-Dah,4.41
jOddY-Dah,8.66
jOddY-Dah,2.52
jOddY-Dah,3.12
jOddY-Dah,2.38
jOddY-Dah,8.24
jOddY-Dah,8.38
jOddY-Dah,9.36
jOddY-Dah,4.30
jOddY-Dah,10.97
jOddY-Dah,3.99
jOddY-Dah,5.64
jOddY-Dah,6.53
jOddY-Dah,2.77
jOddY-Dah,6.43
jOddY-Dah,10.73
jOddY-Dah,1.21
jOddY-Dah,7.18
jOddY-Dah,12.57
jOddY-Dah,11.35
jOddY-Dah,6.43
jOddY-Dah,3.94
jOddY-Dah,9.90
jOddY-Dah,7.45
jOddY-Dah,1.43
jOddY-Dah,5.38
jOddY-Dah,6.46
jOddY-Dah,5.34
jOddY-Dah,8.92
jOddY-Dah,3.57
jOddY-Dah,7.42
jOddY-Dah,5.70
jOddY-Dah,8.73
jOddY-Dah,2.49
jOddY-Dah,4.19
jOddY-Dah,4.66
jOddY-Dah,6.62
jOddY-Dah,6.77
jOddY-Dah,3.78
jOddY-Dah,4.37
jOddY-Dah,6.86
jOddY-Dah,4.25
jOddY-Dah,8.13
jOddY-Dah,2.94
jOddY-Dah,8.78
jOddY-Dah,8.62
jOddY-Dah,5.36
jOddY-Dah,6.73
jOddY-Dah,5.03
jOddY-Dah,5.57
jOddY-Dah,8.87
jOddY-Dah,3.86
jOddY-Dah,9.60
jOddY-Dah,4.80
jOddY-Dah,4.26
jOddY-Dah,11.02
jOddY-Dah,5.66
jOddY-Dah,6.28
jOddY-Dah,8.33
jOddY-Dah,8.21
jOddY-Dah,9.87
jOddY-Dah,7.31
jOddY-Dah,8.59
jOddY-Dah,7.54
jOddY-Dah,5.14
jOddY-Dah,5.92
jOddY-Dah,10.30
jOddY-Dah,10.78
jOddY-Dah,11.36
jOddY-Dah,7.87
jOddY-Dah,4.68
jOddY-Dah,5.98
jOddY-Dah,4.15
jOddY-Dah,4.86
jOddY-Dah,7.05
jOddY-Dah,2.69
jOddY-Dah,9.03
jOddY-Dah,6.25
jOddY-Dah,6.62
jOddY-Dah,5.18
jOddY-Dah,6.01
jOddY-Dah,2.87
jOddY-Dah,6.71
jOddY-Dah,7.64
jOddY-Dah,9.51
jOddY-Dah,5.39
jOddY-Dah,5.43
jOddY-Dah,2.82
jOddY-Dah,10.05
jOddY-Dah,2.13
jOddY-Dah,6.42
jOddY-Dah,8.99
jOddY-Dah,6.68
jOddY-Dah,4.08
jOddY-Dah,6.78
jOddY-Dah,7.37
jOddY-Dah,5.33
jOddY-Dah,4.46
jOddY-Dah,5.42
jOddY-Dah,12.52
jOddY-Dah,4.83
jOddY-Dah,7.50
jOddY-Dah,11.50
jOddY-Dah,6.08
jOddY-Dah,5.55
jOddY-Dah,6.66
jOddY-Dah,3.66
jOddY-Dah,-0.38
jOddY-Dah,9.02
jOddY-Dah,3.78
jOddY-Dah,1.60
jOddY-Dah,2.63
jOddY-Dah,4.97
jOddY-Dah,7.95
jOddY-Dah,8.28
jOddY-Dah,10.17
jOddY-Dah,6.19
jOddY-Dah,3.45
jOddY-Dah,7.19
jOddY-Dah,5.24
jOddY-Dah,5.69
jOddY-Dah,6.30
jOddY-Dah,6.29
jOddY-Dah,4.15
jOddY-Dah,8.12
jOddY-Dah,6.92
jOddY-Dah,3.90
jOddY-Dah,8.78
jOddY-Dah,5.09
jOddY-Dah,7.13
jOddY-Dah,6.29
jOddY-Dah,8.07
jOddY-Dah,3.32
jOddY-Dah,6.43
jOddY-Dah,4.14
jOddY-Dah,5.56
jOddY-Dah,4.01
jOddY-Dah,5.59
jOddY-Dah,6.06
jOddY-Dah,4.16
jOddY-Dah,5.48
jOddY-Dah,6.68
jOddY-Dah,4.86
jOddY-Dah,7.25
jOddY-Dah,8.97
jOddY-Dah,4.67
jOddY-Dah,5.09
jOddY-Dah,3.98
jOddY-Dah,3.63
jOddY-Dah,0.22
jOddY-Dah,7.61
jOddY-Dah,3.24
jOddY-Dah,4.72
jOddY-Dah,9.22
jOddY-Dah,6.24
jOddY-Dah,7.54
jOddY-Dah,8.11
jOddY-Dah,11.70
jOddY-Dah,7.47
jOddY-Dah,9.47
jOddY-Dah,4.57
jOddY-Dah,10.73
jOddY-Dah,5.07
jOddY-Dah,-0.28
jOddY-Dah,6.60
jOddY-Dah,6.22
jOddY-Dah,3.00
jOddY-Dah,8.30
jOddY-Dah,10.36
jOddY-Dah,3.02
jOddY-Dah,7.28
jOddY-Dah,3.44
jOddY-Dah,4.39
jOddY-Dah,2.04
jOddY-Dah,9.11
jOddY-Dah,3.54
jOddY-Dah,8.37
jOddY-Dah,6.25
jOddY-Dah,13.11
jOddY-Dah,4.89
jOddY-Dah,3.79
jOddY-Dah,7.33
jOddY-Dah,6.98
jOddY-Dah,5.29
jOddY-Dah,3.41
jOddY-Dah,8.00
jOddY-Dah,5.01
jOddY-Dah,9.72
jOddY-Dah,2.17
jOddY-Dah,4.19
jOddY-Dah,6.55
jOddY-Dah,5.68
jOddY-Dah,3.62
jOddY-Dah,4.38
jOddY-Dah,4.89
jOddY-Dah,7.53
jOddY-Dah,6.53
jOddY-Dah,7.67
jOddY-Dah,6.28
jOddY-Dah,4.74
jOddY-Dah,2.03
jOddY-Dah,0.87
jOddY-Dah,11.10
jOddY-Dah,12.54
jOddY-Dah,5.59
jOddY-Dah,2.78
jOddY-Dah,6.87
jOddY-Dah,9.67
jOddY-Dah,5.85
jOddY-Dah,11.89
jOddY-Dah,4.13
jOddY-Dah,5.04
jOddY-Dah,3.05
jOddY-Dah,5.03
jOddY-Dah,7.84
jOddY-Dah,3.19
jOddY-Dah,5.54
jOddY-Dah,9.29
jOddY-Dah,6.48
jOddY-Dah,6.72
jOddY-Dah,6.88
jOddY-Dah,5.12
jOddY-Dah,7.12
jOddY-Dah,12.88
jOddY-Dah,4.76
jOddY-Dah,1.88
jOddY-Dah,8.12
jOddY-Dah,5.99
jOddY-Dah,4.12
jOddY-Dah,9.63
jOddY-Dah,11.72
jOddY-Dah,5.90
jOddY-Dah,8.39
jOddY-Dah,3.45
jOddY-Dah,3.41
jOddY-Dah,3.52
jOddY-Dah,5.03
jOddY-Dah,1.45
jOddY-Dah,9.88
jOddY-Dah,5.74
jOddY-Dah,5.73
jOddY-Dah,7.59
jOddY-Dah,4.76
jOddY-Dah,9.07
jOddY-Dah,8.98
jOddY-Dah,3.84
jOddY-Dah,7.46
jOddY-Dah,5.88
jOddY-Dah,2.51
jOddY-Dah,7.80
jOddY-Dah,6.94
jOddY-Dah,-0.80
jOddY-Dah,7.29
jOddY-Dah,5.01
jOddY-Dah,10.38
jOddY-Dah,6.25
jOddY-Dah,5.36
jOddY-Dah,4.40
jOddY-Dah,12.83
jOddY-Dah,5.82
jOddY-Dah,8.11
jOddY-Dah,6.27
jOddY-Dah,2.81
jOddY-Dah,8.25
jOddY-Dah,5.96
jOddY-Dah,6.95
jOddY-Dah,4.69
jOddY-Dah,8.03
jOddY-Dah,1.47
jOddY-Dah,7.13
jOddY-Dah,14.51
jOddY-Dah,4.62
jOddY-Dah,3.76
jOddY-Dah,6.07
jOddY-Dah,7.33
jOddY-Dah,3.18
jOddY-Dah,5.48
jOddY-Dah,4.67
jOddY-Dah,7.98
jOddY-Dah,4.62
jOddY-Dah,9.00
jOddY-Dah,5.75
jOddY-Dah,4.10
jOddY-Dah,5.26
jOddY-Dah,5.81
jOddY-Dah,0.87
jOddY-Dah,9.41
jOddY-Dah,7.13
jOddY-Dah,4.48
jOddY-Dah,6.79
jOddY-Dah,7.08
jOddY-Dah,6.23
jOddY-Dah,9.11
jOddY-Dah,4.24
jOddY-Dah,6.62
jOddY-Dah,5.66
jOddY-Dah,6.16
jOddY-Dah,5.70
jOddY-Dah,7.41
jOddY-Dah,6.42
jOddY-Dah,11.52
jOddY-Dah,2.85
jOddY-Dah,6.57
jOddY-Dah,5.69
jOddY-Dah,3.15
jOddY-Dah,5.61
jOddY-Dah,7.01
jOddY-Dah,8.42
jOddY-Dah,1.26
jOddY-Dah,8.30
jOddY-Dah,9.04
jOddY-Dah,4.32
jOddY-Dah,8.21
jOddY-Dah,6.73
jOddY-Dah,0.78
jOddY-Dah,10.31
jOddY-Dah,4.49
jOddY-Dah,8.47
jOddY-Dah,3.72
jOddY-Dah,5.49
jOddY-Dah,8.83
jOddY-Dah,6.78
jOddY-Dah,5.61
jOddY-Dah,5.92
jOddY-Dah,2.12
jOddY-Dah,5.09
jOddY-Dah,7.17
jOddY-Dah,5.15
jOddY-Dah,4.94
jOddY-Dah,3.65
jOddY-Dah,5.93
jOddY-Dah,2.91
jOddY-Dah,8.55
jOddY-Dah,6.41
jOddY-Dah,13.99
jOddY-Dah,7.65
jOddY-Dah,10.99
jOddY-Dah,8.89
jOddY-Dah,10.04
jOddY-Dah,3.49
jOddY-Dah,5.95
jOddY-Dah,3.07
jOddY-Dah,10.59
jOddY-Dah,4.52
jOddY-Dah,9.77
jOddY-Dah,3.57
jOddY-Dah,5.71
jOddY-Dah,2.40
jOddY-Dah,3.33
jOddY-Dah,2.37
jOddY-Dah,3.71
jOddY-Dah,7.65
jOddY-Dah,6.17
jOddY-Dah,5.16
jOddY-Dah,8.82
jOddY-Dah,4.88
jOddY-Dah,3.42
jOddY-Dah,3.93
jOddY-Dah,7.32
jOddY-Dah,6.11
jOddY-Dah,8.77
jOddY-Dah,13.90
jOddY-Dah,5.34
jOddY-Dah,8.46
jOddY-Dah,2.71
jOddY-Dah,7.87
jOddY-Dah,7.67
jOddY-Dah,8.21
jOddY-Dah,9.24
jOddY-Dah,4.65
jOddY-Dah,5.27
jOddY-Dah,10.40
jOddY-Dah,10.40
jOddY-Dah,11.89
jOddY-Dah,3.58
jOddY-Dah,4.72
jOddY-Dah,5.79
jOddY-Dah,12.71
jOddY-Dah,3.34
jOddY-Dah,3.12
jOddY-Dah,5.29
jOddY-Dah,7.26
jOddY-Dah,6.63
jOddY-Dah,6.13
jOddY-Dah,5.28
jOddY-Dah,2.56
jOddY-Dah,6.62
jOddY-Dah,5.43
jOddY-Dah,6.55
jOddY-Dah,3.44
jOddY-Dah,5.56
jOddY-Dah,4.84
jOddY-Dah,7.94
jOddY-Dah,4.84
jOddY-Dah,8.79
jOddY-Dah,7.25
jOddY-Dah,4.22
jOddY-Dah,2.47
jOddY-Dah,11.61
jOddY-Dah,4.38
jOddY-Dah,6.36
jOddY-Dah,8.51
jOddY-Dah,5.39
jOddY-Dah,5.81
jOddY-Dah,4.76
jOddY-Dah,4.40
jOddY-Dah,3.04
jOddY-Dah,6.35
jOddY-Dah,9.25
jOddY-Dah,8.91
jOddY-Dah,6.48
jOddY-Dah,7.91
jOddY-Dah,1.31
jOddY-Dah,5.23
jOddY-Dah,7.84
jOddY-Dah,6.16
jOddY-Dah,5.79
jOddY-Dah,8.76
jOddY-Dah,4.48
jOddY-Dah,5.21
jOddY-Dah,7.52
jOddY-Dah,5.02
jOddY-Dah,5.61
jOddY-Dah,7.92
jOddY-Dah,7.46
jOddY-Dah,4.83
jOddY-Dah,7.43
jOddY-Dah,2.89
jOddY-Dah,6.16
jOddY-Dah,6.30
jOddY-Dah,8.15
jOddY-Dah,7.17
jOddY-Dah,4.82
jOddY-Dah,4.38
jOddY-Dah,8.39
jOddY-Dah,7.41
jOddY-Dah,5.79
jOddY-Dah,9.95
jOddY-Dah,8.01
jOddY-Dah,5.53
jOddY-Dah,9.57
jOddY-Dah,7.35
jOddY-Dah,3.18
jOddY-Dah,6.30
jOddY-Dah,3.77
jOddY-Dah,6.53
jOddY-Dah,7.51
jOddY-Dah,5.47
jOddY-Dah,7.49
jOddY-Dah,3.11
jOddY-Dah,5.72
jOddY-Dah,6.31
jOddY-Dah,9.20
jOddY-Dah,9.04
jOddY-Dah,12.59
jOddY-Dah,9.33
jOddY-Dah,8.62
jOddY-Dah,-1.13
jOddY-Dah,7.32
jOddY-Dah,12.22
jOddY-Dah,6.02
jOddY-Dah,2.04
jOddY-Dah,7.86
jOddY-Dah,5.10
jOddY-Dah,8.04
jOddY-Dah,3.03
jOddY-Dah,4.76
jOddY-Dah,2.41
jOddY-Dah,7.04
jOddY-Dah,11.29
jOddY-Dah,12.28
jOddY-Dah,10.26
jOddY-Dah,5.67
jOddY-Dah,3.11
jOddY-Dah,5.21
jOddY-Dah,3.91
jOddY-Dah,9.13
jOddY-Dah,8.60
jOddY-Dah,8.29
jOddY-Dah,3.96
jOddY-Dah,6.37
jOddY-Dah,6.37
jOddY-Dah,6.69
jOddY-Dah,6.55
jOddY-Dah,6.95
jOddY-Dah,7.05
jOddY-Dah,12.10
jOddY-Dah,8.65
jOddY-Dah,6.56
jOddY-Dah,5.50
jOddY-Dah,8.59
jOddY-Dah,3.61
jOddY-Dah,2.27
jOddY-Dah,6.35
jOddY-Dah,5.59
jOddY-Dah,10.78
jOddY-Dah,7.29
jOddY-Dah,3.18
jOddY-Dah,12.07
jOddY-Dah,7.96
jOddY-Dah,6.25
jOddY-Dah,7.74
jOddY-Dah,3.75
jOddY-Dah,5.17
jOddY-Dah,9.97
jOddY-Dah,8.56
jOddY-Dah,4.07
jOddY-Dah,7.29
jOddY-Dah,6.70
jOddY-Dah,3.50
jOddY-Dah,9.60
jOddY-Dah,7.95
jOddY-Dah,8.46
jOddY-Dah,7.62
jOddY-Dah,7.63
jOddY-Dah,7.80
jOddY-Dah,4.08
jOddY-Dah,12.21
jOddY-Dah,8.52
jOddY-Dah,6.98
jOddY-Dah,7.97
jOddY-Dah,5.80
jOddY-Dah,3.48
jOddY-Dah,6.58
jOddY-Dah,6.22
jOddY-Dah,8.33
jOddY-Dah,3.20
jOddY-Dah,8.10
jOddY-Dah,6.90
jOddY-Dah,5.96
jOddY-Dah,7.09
jOddY-Dah,3.98
jOddY-Dah,7.45
jOddY-Dah,6.56
jOddY-Dah,8.91
jOddY-Dah,6.39
jOddY-Dah,6.48
jOddY-Dah,5.42
jOddY-Dah,5.34
jOddY-Dah,8.55
jOddY-Dah,4.28
jOddY-Dah,3.07
jOddY-Dah,7.07
jOddY-Dah,6.69
jOddY-Dah,7.15
jOddY-Dah,7.50
jOddY-Dah,6.19
jOddY-Dah,7.16
jOddY-Dah,3.79
jOddY-Dah,4.97
jOddY-Dah,7.55
jOddY-Dah,3.68
jOddY-Dah,5.07
jOddY-Dah,6.18
jOddY-Dah,2.28
jOddY-Dah,4.84
jOddY-Dah,8.57
jOddY-Dah,4.52
jOddY-Dah,9.32
jOddY-Dah,8.40
jOddY-Dah,8.12
jOddY-Dah,7.47
jOddY-Dah,8.04
jOddY-Dah,3.82
jOddY-Dah,4.17
jOddY-Dah,6.04
jOddY-Dah,8.30
jOddY-Dah,7.00
jOddY-Dah,-0.07
jOddY-Dah,6.96
jOddY-Dah,2.87
jOddY-Dah,6.76
jOddY-Dah,5.40
jOddY-Dah,6.71
jOddY-Dah,12.71
jOddY-Dah,1.37
jOddY-Dah,7.37
jOddY-Dah,6.81
jOddY-Dah,5.42
jOddY-Dah,9.08
jOddY-Dah,5.09
jOddY-Dah,7.47
jOddY-Dah,3.87
jOddY-Dah,4.92
jOddY-Dah,8.36
jOddY-Dah,6.88
jOddY-Dah,4.97
jOddY-Dah,4.86
jOddY-Dah,5.23
jOddY-Dah,6.12
jOddY-Dah,6.60
jOddY-Dah,10.90
jOddY-Dah,3.24
jOddY-Dah,5.37
jOddY-Dah,4.06
jOddY-Dah,7.82
jOddY-Dah,2.62
jOddY-Dah,13.47
jOddY-Dah,7.08
jOddY-Dah,15.61
jOddY-Dah,5.24
jOddY-Dah,3.05
jOddY-Dah,7.43
jOddY-Dah,12.48
jOddY-Dah,9.45
jOddY-Dah,8.37
jOddY-Dah,4.76
jOddY-Dah,4.83
jOddY-Dah,7.89
jOddY-Dah,3.16
jOddY-Dah,3.74
jOddY-Dah,8.79
jOddY-Dah,5.61
jOddY-Dah,4.13
jOddY-Dah,6.66
jOddY-Dah,7.78
jOddY-Dah,4.83
jOddY-Dah,9.58
jOddY-Dah,5.28
jOddY-Dah,6.97
jOddY-Dah,1.61
jOddY-Dah,3.65
jOddY-Dah,0.83
jOddY-Dah,1.70
jOddY-Dah,10.42
jOddY-Dah,7.89
jOddY-Dah,4.97
jOddY-Dah,4.01
jOddY-Dah,9.63
jOddY-Dah,9.17
jOddY-Dah,5.73
jOddY-Dah,10.70
jOddY-Dah,8.96
jOddY-Dah,4.27
jOddY-Dah,3.65
jOddY-Dah,-0.19
jOddY-Dah,11.50
jOddY-Dah,9.66
jOddY-Dah,8.93
jOddY-Dah,5.76
jOddY-Dah,8.48
jOddY-Dah,0.33
jOddY-Dah,8.69
jOddY-Dah,8.73
jOddY-Dah,4.94
jOddY-Dah,4.78
jOddY-Dah,4.82
jOddY-Dah,5.31
jOddY-Dah,9.25
jOddY-Dah,8.95
jOddY-Dah,3.20
jOddY-Dah,4.24
jOddY-Dah,4.19
jOddY-Dah,3.46
jOddY-Dah,4.68
jOddY-Dah,1.37
jOddY-Dah,5.34
jOddY-Dah,6.53
jOddY-Dah,6.78
jOddY-Dah,7.59
jOddY-Dah,10.05
jOddY-Dah,2.85
jOddY-Dah,5.37
jOddY-Dah,11.05
jOddY-Dah,7.89
jOddY-Dah,2.72
jOddY-Dah,3.52
jOddY-Dah,3.20
jOddY-Dah,6.75
jOddY-Dah,4.86
jOddY-Dah,5.64
jOddY-Dah,8.00
jOddY-Dah,10.11
jOddY-Dah,5.55
jOddY-Dah,5.41
jOddY-Dah,7.30
jOddY-Dah,3.77
jOddY-Dah,7.25
jOddY-Dah,4.15
jOddY-Dah,7.27
jOddY-Dah,5.90
jOddY-Dah,4.41
jOddY-Dah,3.60
jOddY-Dah,6.34
jOddY-Dah,2.31
jOddY-Dah,2.22
jOddY-Dah,3.02
jOddY-Dah,4.50
jOddY-Dah,5.33
jOddY-Dah,12.30
jOddY-Dah,9.32
jOddY-Dah,9.89
jOddY-Dah,5.74
jOddY-Dah,6.17
jOddY-Dah,6.38
jOddY-Dah,3.86
jOddY-Dah,4.83
jOddY-Dah,2.99
jOddY-Dah,6.21
jOddY-Dah,7.53
jOddY-Dah,4.32
jOddY-Dah,7.72
jOddY-Dah,9.53
jOddY-Dah,5.04
jOddY-Dah,1.92
jOddY-Dah,5.84
jOddY-Dah,10.24
jOddY-Dah,7.07
jOddY-Dah,5.50
jOddY-Dah,5.59
jOddY-Dah,3.48
jOddY-Dah,7.13
jOddY-Dah,7.96
jOddY-Dah,4.95
jOddY-Dah,6.92
jOddY-Dah,3.14
jOddY-Dah,10.89
jOddY-Dah,7.14
jOddY-Dah,4.35
jOddY-Dah,10.13
jOddY-Dah,4.10
jOddY-Dah,8.43
jOddY-Dah,5.59
jOddY-Dah,4.13
jOddY-Dah,6.18
jOddY-Dah,13.81
jOddY-Dah,7.26
jOddY-Dah,6.02
jOddY-Dah,8.06
jOddY-Dah,4.83
jOddY-Dah,12.11
jOddY-Dah,3.02
jOddY-Dah,1.52
jOddY-Dah,5.43
jOddY-Dah,10.28
jOddY-Dah,10.49
jOddY-Dah,7.93
jOddY-Dah,3.19
jOddY-Dah,10.69
jOddY-Dah,7.95
jOddY-Dah,7.08
jOddY-Dah,4.56
jOddY-Dah,4.84
jOddY-Dah,4.01
jOddY-Dah,5.45
jOddY-Dah,4.90
jOddY-Dah,8.83
jOddY-Dah,9.53
jOddY-Dah,9.33
jOddY-Dah,4.02
jOddY-Dah,6.20
jOddY-Dah,4.00
jOddY-Dah,9.95
jOddY-Dah,4.86
jOddY-Dah,5.11
jOddY-Dah,7.16
jOddY-Dah,6.64
jOddY-Dah,6.43
jOddY-Dah,9.96
jOddY-Dah,7.49
jOddY-Dah,3.63
jOddY-Dah,11.61
jOddY-Dah,5.84
jOddY-Dah,6.12
jOddY-Dah,9.35
jOddY-Dah,7.89
jOddY-Dah,10.94
jOddY-Dah,6.66
jOddY-Dah,2.33
jOddY-Dah,5.65
jOddY-Dah,3.41
jOddY-Dah,7.55
jOddY-Dah,7.14
jOddY-Dah,2.64
jOddY-Dah,3.42
jOddY-Dah,7.44
jOddY-Dah,7.23
jOddY-Dah,4.57
jOddY-Dah,-1.49
jOddY-Dah,7.74
jOddY-Dah,6.78
jOddY-Dah,6.37
jOddY-Dah,5.97
jOddY-Dah,1.32
jOddY-Dah,7.48
jOddY-Dah,5.80
jOddY-Dah,9.38
jOddY-Dah,5.94
jOddY-Dah,7.59
jOddY-Dah,4.52
jOddY-Dah,4.52
jOddY-Dah,4.99
jOddY-Dah,9.57
jOddY-Dah,7.13
jOddY-Dah,7.03
jOddY-Dah,9.20
jOddY-Dah,5.54
jOddY-Dah,6.34
jOddY-Dah,9.45
jOddY-Dah,5.34
jOddY-Dah,4.95
jOddY-Dah,2.61
jOddY-Dah,2.63
jOddY-Dah,4.95
jOddY-Dah,3.09
jOddY-Dah,7.34
jOddY-Dah,0.86
jOddY-Dah,4.80
jOddY-Dah,5.64
jOddY-Dah,11.69
jOddY-Dah,16.25
jOddY-Dah,-0.43
jOddY-Dah,6.83
jOddY-Dah,5.23
jOddY-Dah,7.39
jOddY-Dah,4.70
jOddY-Dah,5.33
jOddY-Dah,4.44
jOddY-Dah,1.36
jOddY-Dah,4.24
jOddY-Dah,9.78
jOddY-Dah,6.01
jOddY-Dah,1.06
jOddY-Dah,7.43
jOddY-Dah,8.67
jOddY-Dah,2.06
jOddY-Dah,6.62
jOddY-Dah,8.52
jOddY-Dah,2.52
jOddY-Dah,4.95
jOddY-Dah,4.70
jOddY-Dah,7.59
jOddY-Dah,5.89
jOddY-Dah,6.06
jOddY-Dah,5.54
jOddY-Dah,2.51
jOddY-Dah,2.60
jOddY-Dah,8.23
jOddY-Dah,10.14
jOddY-Dah,6.35
jOddY-Dah,6.88
jOddY-Dah,6.53
jOddY-Dah,6.53
jOddY-Dah,5.35
jOddY-Dah,2.84
jOddY-Dah,6.28
jOddY-Dah,7.20
jOddY-Dah,8.15
jOddY-Dah,6.28
jOddY-Dah,8.73
jOddY-Dah,7.08
jOddY-Dah,6.41
jOddY-Dah,4.36
jOddY-Dah,5.02
jOddY-Dah,7.01
jOddY-Dah,5.91
jOddY-Dah,3.04
jOddY-Dah,5.89
jOddY-Dah,4.01
jOddY-Dah,5.43
jOddY-Dah,6.62
jOddY-Dah,14.47
jOddY-Dah,3.00
jOddY-Dah,6.62
jOddY-Dah,9.10
jOddY-Dah,8.36
jOddY-Dah,8.80
jOddY-Dah,9.66
jOddY-Dah,7.81
jOddY-Dah,7.24
jOddY-Dah,8.12
jOddY-Dah,5.52
jOddY-Dah,9.94
jOddY-Dah,4.58
jOddY-Dah,4.94
jOddY-Dah,6.57
jOddY-Dah,4.78
jOddY-Dah,4.40
jOddY-Dah,10.19
jOddY-Dah,6.59
jOddY-Dah,6.72
jOddY-Dah,11.85
jOddY-Dah,8.09
jOddY-Dah,7.03
jOddY-Dah,7.60
jOddY-Dah,7.30
jOddY-Dah,4.27
jOddY-Dah,3.55
jOddY-Dah,5.52
jOddY-Dah,6.49
jOddY-Dah,8.25
jOddY-Dah,10.12
jOddY-Dah,8.99
jOddY-Dah,6.55
jOddY-Dah,9.89
jOddY-Dah,5.99
jOddY-Dah,4.99
jOddY-Dah,11.34
jOddY-Dah,6.88
jOddY-Dah,7.40
jOddY-Dah,8.71
jOddY-Dah,7.78
jOddY-Dah,5.64
jOddY-Dah,4.12
jOddY-Dah,5.48
jOddY-Dah,3.75
jOddY-Dah,8.96
jOddY-Dah,6.48
jOddY-Dah,2.93
jOddY-Dah,7.57
jOddY-Dah,2.76
jOddY-Dah,1.72
jOddY-Dah,13.54
jOddY-Dah,2.78
jOddY-Dah,5.97
jOddY-Dah,7.88
jOddY-Dah,5.18
jOddY-Dah,8.34
jOddY-Dah,11.28
jOddY-Dah,3.24
jOddY-Dah,1.23
jOddY-Dah,8.45
jOddY-Dah,4.59
jOddY-Dah,4.14
jOddY-Dah,6.43
jOddY-Dah,6.77
jOddY-Dah,4.26
jOddY-Dah,10.84
jOddY-Dah,7.41
jOddY-Dah,4.97
jOddY-Dah,1.12
jOddY-Dah,2.33
jOddY-Dah,6.93
jOddY-Dah,3.11
jOddY-Dah,3.69
jOddY-Dah,3.44
jOddY-Dah,3.11
jOddY-Dah,4.79
jOddY-Dah,3.74
jOddY-Dah,8.21
jOddY-Dah,5.32
jOddY-Dah,5.84
jOddY-Dah,7.14
jOddY-Dah,10.08
jOddY-Dah,9.46
jOddY-Dah,8.83
jOddY-Dah,3.45
jOddY-Dah,5.38
jOddY-Dah,3.67
jOddY-Dah,1.84
jOddY-Dah,6.87
jOddY-Dah,3.45
jOddY-Dah,3.85
jOddY-Dah,4.82
jOddY-Dah,10.33
jOddY-Dah,8.71
jOddY-Dah,6.10
jOddY-Dah,8.96
jOddY-Dah,1.32
jOddY-Dah,9.57
jOddY-Dah,3.62
jOddY-Dah,7.06
jOddY-Dah,6.32
jOddY-Dah,9.09
jOddY-Dah,7.92
jOddY-Dah,8.82
jOddY-Dah,7.31
jOddY-Dah,4.47
jOddY-Dah,9.50
jOddY-Dah,8.43
jOddY-Dah,1.63
jOddY-Dah,11.93
jOddY-Dah,0.81
jOddY-Dah,8.48
jOddY-Dah,3.56
jOddY-Dah,5.12
jOddY-Dah,8.01
jOddY-Dah,3.42
jOddY-Dah,5.63
jOddY-Dah,10.36
jOddY-Dah,6.10
